city,county,latitude,longitude,categories,metrics
Nottoway,Nottoway,37.137595000000005,-78.08283,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,590:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""15%""}, {""label"": ""Adult Obesity %"", ""value"": ""43%""}, {""label"": ""Physical Inactivity %"", ""value"": ""30%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""15%""}, {""label"": ""Unemployment %"", ""value"": ""3.5%""}, {""label"": ""Children in Poverty %"", ""value"": ""23""}, {""label"": ""Life Expectancy"", ""value"": ""73.1""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,590:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""15%""}, {""label"": ""Adult Obesity %"", ""value"": ""43%""}, {""label"": ""Physical Inactivity %"", ""value"": ""30%""}, {""label"": ""Food Insecurity %"", ""value"": ""15%""}, {""label"": ""Unemployment %"", ""value"": ""3.5%""}, {""label"": ""Children in Poverty %"", ""value"": ""23""}, {""label"": ""Life Expectancy"", ""value"": ""73.1""}]"
Orange,Orange,38.26726571428571,-77.99387999999999,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,900:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""37%""}, {""label"": ""Physical Inactivity %"", ""value"": ""23%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""12%""}, {""label"": ""Unemployment %"", ""value"": ""2.9%""}, {""label"": ""Children in Poverty %"", ""value"": ""12""}, {""label"": ""Life Expectancy"", ""value"": ""75.5""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,900:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""37%""}, {""label"": ""Physical Inactivity %"", ""value"": ""23%""}, {""label"": ""Food Insecurity %"", ""value"": ""12%""}, {""label"": ""Unemployment %"", ""value"": ""2.9%""}, {""label"": ""Children in Poverty %"", ""value"": ""12""}, {""label"": ""Life Expectancy"", ""value"": ""75.5""}]"
Page,Page,38.6292825,-78.48722000000001,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,390:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""34%""}, {""label"": ""Physical Inactivity %"", ""value"": ""27%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""14%""}, {""label"": ""Unemployment %"", ""value"": ""3.5%""}, {""label"": ""Children in Poverty %"", ""value"": ""17""}, {""label"": ""Life Expectancy"", ""value"": ""74.6""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,390:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""34%""}, {""label"": ""Physical Inactivity %"", ""value"": ""27%""}, {""label"": ""Food Insecurity %"", ""value"": ""14%""}, {""label"": ""Unemployment %"", ""value"": ""3.5%""}, {""label"": ""Children in Poverty %"", ""value"": ""17""}, {""label"": ""Life Expectancy"", ""value"": ""74.6""}]"
Patrick,Patrick,36.67291857142857,-80.30580857142857,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""4,410:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""40%""}, {""label"": ""Physical Inactivity %"", ""value"": ""27%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""15%""}, {""label"": ""Unemployment %"", ""value"": ""3.2%""}, {""label"": ""Children in Poverty %"", ""value"": ""19""}, {""label"": ""Life Expectancy"", ""value"": ""73.2""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""4,410:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""40%""}, {""label"": ""Physical Inactivity %"", ""value"": ""27%""}, {""label"": ""Food Insecurity %"", ""value"": ""15%""}, {""label"": ""Unemployment %"", ""value"": ""3.2%""}, {""label"": ""Children in Poverty %"", ""value"": ""19""}, {""label"": ""Life Expectancy"", ""value"": ""73.2""}]"
Pittsylvania,Pittsylvania,36.81107733333333,-79.39478133333334,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""11,990:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""13%""}, {""label"": ""Adult Obesity %"", ""value"": ""42%""}, {""label"": ""Physical Inactivity %"", ""value"": ""31%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""14%""}, {""label"": ""Unemployment %"", ""value"": ""3.4%""}, {""label"": ""Children in Poverty %"", ""value"": ""17""}, {""label"": ""Life Expectancy"", ""value"": ""75.4""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""11,990:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""13%""}, {""label"": ""Adult Obesity %"", ""value"": ""42%""}, {""label"": ""Physical Inactivity %"", ""value"": ""31%""}, {""label"": ""Food Insecurity %"", ""value"": ""14%""}, {""label"": ""Unemployment %"", ""value"": ""3.4%""}, {""label"": ""Children in Poverty %"", ""value"": ""17""}, {""label"": ""Life Expectancy"", ""value"": ""75.4""}]"
Poquoson,Poquoson,37.13178,-76.35678,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""5%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,140:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""9%""}, {""label"": ""Adult Obesity %"", ""value"": ""33%""}, {""label"": ""Physical Inactivity %"", ""value"": ""19%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""9%""}, {""label"": ""Unemployment %"", ""value"": ""2.4%""}, {""label"": ""Children in Poverty %"", ""value"": ""7""}, {""label"": ""Life Expectancy"", ""value"": ""78.9""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""5%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,140:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""9%""}, {""label"": ""Adult Obesity %"", ""value"": ""33%""}, {""label"": ""Physical Inactivity %"", ""value"": ""19%""}, {""label"": ""Food Insecurity %"", ""value"": ""9%""}, {""label"": ""Unemployment %"", ""value"": ""2.4%""}, {""label"": ""Children in Poverty %"", ""value"": ""7""}, {""label"": ""Life Expectancy"", ""value"": ""78.9""}]"
Portsmouth,Portsmouth,36.83262285714285,-76.33212857142857,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,730:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""15%""}, {""label"": ""Adult Obesity %"", ""value"": ""41%""}, {""label"": ""Physical Inactivity %"", ""value"": ""30%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""15%""}, {""label"": ""Unemployment %"", ""value"": ""3.8%""}, {""label"": ""Children in Poverty %"", ""value"": ""25""}, {""label"": ""Life Expectancy"", ""value"": ""70.8""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,730:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""15%""}, {""label"": ""Adult Obesity %"", ""value"": ""41%""}, {""label"": ""Physical Inactivity %"", ""value"": ""30%""}, {""label"": ""Food Insecurity %"", ""value"": ""15%""}, {""label"": ""Unemployment %"", ""value"": ""3.8%""}, {""label"": ""Children in Poverty %"", ""value"": ""25""}, {""label"": ""Life Expectancy"", ""value"": ""70.8""}]"
Powhatan,Powhatan,37.58878,-77.887675,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,420:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""9%""}, {""label"": ""Adult Obesity %"", ""value"": ""36%""}, {""label"": ""Physical Inactivity %"", ""value"": ""21%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""7%""}, {""label"": ""Unemployment %"", ""value"": ""2.3%""}, {""label"": ""Children in Poverty %"", ""value"": ""7""}, {""label"": ""Life Expectancy"", ""value"": ""78.1""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,420:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""9%""}, {""label"": ""Adult Obesity %"", ""value"": ""36%""}, {""label"": ""Physical Inactivity %"", ""value"": ""21%""}, {""label"": ""Food Insecurity %"", ""value"": ""7%""}, {""label"": ""Unemployment %"", ""value"": ""2.3%""}, {""label"": ""Children in Poverty %"", ""value"": ""7""}, {""label"": ""Life Expectancy"", ""value"": ""78.1""}]"
Prince Edward,Prince Edward,37.22361,-78.42871428571428,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,460:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""14%""}, {""label"": ""Adult Obesity %"", ""value"": ""41%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""16%""}, {""label"": ""Unemployment %"", ""value"": ""4.6%""}, {""label"": ""Children in Poverty %"", ""value"": ""29""}, {""label"": ""Life Expectancy"", ""value"": ""74.2""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,460:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""14%""}, {""label"": ""Adult Obesity %"", ""value"": ""41%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}, {""label"": ""Food Insecurity %"", ""value"": ""16%""}, {""label"": ""Unemployment %"", ""value"": ""4.6%""}, {""label"": ""Children in Poverty %"", ""value"": ""29""}, {""label"": ""Life Expectancy"", ""value"": ""74.2""}]"
Prince George,Prince George,37.202746000000005,-77.28662,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""4,310:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""40%""}, {""label"": ""Physical Inactivity %"", ""value"": ""26%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""10%""}, {""label"": ""Unemployment %"", ""value"": ""2.8%""}, {""label"": ""Children in Poverty %"", ""value"": ""11""}, {""label"": ""Life Expectancy"", ""value"": ""78.6""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""4,310:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""40%""}, {""label"": ""Physical Inactivity %"", ""value"": ""26%""}, {""label"": ""Food Insecurity %"", ""value"": ""10%""}, {""label"": ""Unemployment %"", ""value"": ""2.8%""}, {""label"": ""Children in Poverty %"", ""value"": ""11""}, {""label"": ""Life Expectancy"", ""value"": ""78.6""}]"
Prince William,Prince William,38.70241866666667,-77.43761066666666,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""11%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,180:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""34%""}, {""label"": ""Physical Inactivity %"", ""value"": ""23%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""9%""}, {""label"": ""Unemployment %"", ""value"": ""2.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""8""}, {""label"": ""Life Expectancy"", ""value"": ""81.3""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""11%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,180:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""34%""}, {""label"": ""Physical Inactivity %"", ""value"": ""23%""}, {""label"": ""Food Insecurity %"", ""value"": ""9%""}, {""label"": ""Unemployment %"", ""value"": ""2.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""8""}, {""label"": ""Life Expectancy"", ""value"": ""81.3""}]"
Pulaski,Pulaski,37.09256125,-80.6818225,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,370:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""36%""}, {""label"": ""Physical Inactivity %"", ""value"": ""26%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""15%""}, {""label"": ""Unemployment %"", ""value"": ""3.1%""}, {""label"": ""Children in Poverty %"", ""value"": ""23""}, {""label"": ""Life Expectancy"", ""value"": ""73.5""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,370:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""36%""}, {""label"": ""Physical Inactivity %"", ""value"": ""26%""}, {""label"": ""Food Insecurity %"", ""value"": ""15%""}, {""label"": ""Unemployment %"", ""value"": ""3.1%""}, {""label"": ""Children in Poverty %"", ""value"": ""23""}, {""label"": ""Life Expectancy"", ""value"": ""73.5""}]"
Radford,Radford,37.13833,-80.55084,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,390:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""14%""}, {""label"": ""Adult Obesity %"", ""value"": ""41%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""18%""}, {""label"": ""Unemployment %"", ""value"": ""3.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""18""}, {""label"": ""Life Expectancy"", ""value"": ""74.0""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,390:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""14%""}, {""label"": ""Adult Obesity %"", ""value"": ""41%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}, {""label"": ""Food Insecurity %"", ""value"": ""18%""}, {""label"": ""Unemployment %"", ""value"": ""3.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""18""}, {""label"": ""Life Expectancy"", ""value"": ""74.0""}]"
Rappahannock,Rappahannock,38.71340625,-78.13982,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""11%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,750:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""35%""}, {""label"": ""Physical Inactivity %"", ""value"": ""23%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""11%""}, {""label"": ""Unemployment %"", ""value"": ""2.6%""}, {""label"": ""Children in Poverty %"", ""value"": ""14""}, {""label"": ""Life Expectancy"", ""value"": ""78.3""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""11%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,750:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""35%""}, {""label"": ""Physical Inactivity %"", ""value"": ""23%""}, {""label"": ""Food Insecurity %"", ""value"": ""11%""}, {""label"": ""Unemployment %"", ""value"": ""2.6%""}, {""label"": ""Children in Poverty %"", ""value"": ""14""}, {""label"": ""Life Expectancy"", ""value"": ""78.3""}]"
Richmond,Richmond,37.65723923076923,-77.23471923076923,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""890:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""14%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""26%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""15%""}, {""label"": ""Unemployment %"", ""value"": ""3.2%""}, {""label"": ""Children in Poverty %"", ""value"": ""28""}, {""label"": ""Life Expectancy"", ""value"": ""74.3""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""890:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""14%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""26%""}, {""label"": ""Food Insecurity %"", ""value"": ""15%""}, {""label"": ""Unemployment %"", ""value"": ""3.2%""}, {""label"": ""Children in Poverty %"", ""value"": ""28""}, {""label"": ""Life Expectancy"", ""value"": ""74.3""}]"
Roanoke,Roanoke,37.27979428571428,-79.99545071428572,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""11%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""910:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""13%""}, {""label"": ""Adult Obesity %"", ""value"": ""42%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""16%""}, {""label"": ""Unemployment %"", ""value"": ""3.2%""}, {""label"": ""Children in Poverty %"", ""value"": ""26""}, {""label"": ""Life Expectancy"", ""value"": ""70.7""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""11%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""910:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""13%""}, {""label"": ""Adult Obesity %"", ""value"": ""42%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}, {""label"": ""Food Insecurity %"", ""value"": ""16%""}, {""label"": ""Unemployment %"", ""value"": ""3.2%""}, {""label"": ""Children in Poverty %"", ""value"": ""26""}, {""label"": ""Life Expectancy"", ""value"": ""70.7""}]"
Rockbridge,Rockbridge,37.80741818181818,-79.39778090909091,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,190:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""34%""}, {""label"": ""Physical Inactivity %"", ""value"": ""23%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""12%""}, {""label"": ""Unemployment %"", ""value"": ""2.6%""}, {""label"": ""Children in Poverty %"", ""value"": ""15""}, {""label"": ""Life Expectancy"", ""value"": ""76.8""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,190:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""34%""}, {""label"": ""Physical Inactivity %"", ""value"": ""23%""}, {""label"": ""Food Insecurity %"", ""value"": ""12%""}, {""label"": ""Unemployment %"", ""value"": ""2.6%""}, {""label"": ""Children in Poverty %"", ""value"": ""15""}, {""label"": ""Life Expectancy"", ""value"": ""76.8""}]"
Rockingham,Rockingham,38.51034444444444,-78.88099,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""11%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,880:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""34%""}, {""label"": ""Physical Inactivity %"", ""value"": ""25%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""12%""}, {""label"": ""Unemployment %"", ""value"": ""2.5%""}, {""label"": ""Children in Poverty %"", ""value"": ""12""}, {""label"": ""Life Expectancy"", ""value"": ""78.5""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""11%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,880:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""34%""}, {""label"": ""Physical Inactivity %"", ""value"": ""25%""}, {""label"": ""Food Insecurity %"", ""value"": ""12%""}, {""label"": ""Unemployment %"", ""value"": ""2.5%""}, {""label"": ""Children in Poverty %"", ""value"": ""12""}, {""label"": ""Life Expectancy"", ""value"": ""78.5""}]"
Russell,Russell,36.96080166666667,-82.06564,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,540:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""39%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""19%""}, {""label"": ""Unemployment %"", ""value"": ""3.9%""}, {""label"": ""Children in Poverty %"", ""value"": ""22""}, {""label"": ""Life Expectancy"", ""value"": ""72.9""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,540:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""39%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}, {""label"": ""Food Insecurity %"", ""value"": ""19%""}, {""label"": ""Unemployment %"", ""value"": ""3.9%""}, {""label"": ""Children in Poverty %"", ""value"": ""22""}, {""label"": ""Life Expectancy"", ""value"": ""72.9""}]"
Scott,Scott,36.71106714285714,-82.55753,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,580:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""18%""}, {""label"": ""Unemployment %"", ""value"": ""3.4%""}, {""label"": ""Children in Poverty %"", ""value"": ""23""}, {""label"": ""Life Expectancy"", ""value"": ""73.1""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,580:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}, {""label"": ""Food Insecurity %"", ""value"": ""18%""}, {""label"": ""Unemployment %"", ""value"": ""3.4%""}, {""label"": ""Children in Poverty %"", ""value"": ""23""}, {""label"": ""Life Expectancy"", ""value"": ""73.1""}]"
Shenandoah,Shenandoah,38.862808333333334,-78.58361666666667,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""11%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,650:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""36%""}, {""label"": ""Physical Inactivity %"", ""value"": ""27%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""14%""}, {""label"": ""Unemployment %"", ""value"": ""2.9%""}, {""label"": ""Children in Poverty %"", ""value"": ""12""}, {""label"": ""Life Expectancy"", ""value"": ""77.0""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""11%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,650:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""36%""}, {""label"": ""Physical Inactivity %"", ""value"": ""27%""}, {""label"": ""Food Insecurity %"", ""value"": ""14%""}, {""label"": ""Unemployment %"", ""value"": ""2.9%""}, {""label"": ""Children in Poverty %"", ""value"": ""12""}, {""label"": ""Life Expectancy"", ""value"": ""77.0""}]"
Smyth,Smyth,36.827944,-81.536146,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,100:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""28%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""17%""}, {""label"": ""Unemployment %"", ""value"": ""3.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""20""}, {""label"": ""Life Expectancy"", ""value"": ""70.9""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,100:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""28%""}, {""label"": ""Food Insecurity %"", ""value"": ""17%""}, {""label"": ""Unemployment %"", ""value"": ""3.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""20""}, {""label"": ""Life Expectancy"", ""value"": ""70.9""}]"
