state_abbr,geo_fips,geo_level,geo_name,metric_name,group_name,num,denom,est,lci,uci,data_period,period_type,source_name,data_indicator,agg_indicator,version,suggested_citation
VA,51,state,Virginia,Uninsured,Total,611252.0,7048775.0,8.7,8.6,8.8,2022,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Uninsured,Total,646178.0,7052661.0,9.2,9.0,9.3,2021,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Uninsured,Total,669574.0,6995768.0,9.6,9.5,9.7,2020,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Unemployment,Total,-999.0,-999.0,4.3,4.2,4.4,2023,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Unemployment,Total,-999.0,-999.0,4.4,4.3,4.5,2022,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Unemployment,Total,-999.0,-999.0,4.6,4.5,4.7,2021,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Unemployment,Total,-999.0,-999.0,4.6,4.5,4.7,2020,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Racial/Ethnic Diversity,Total,-999.0,-999.0,74.3,-999.0,-999.0,2023,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Racial/Ethnic Diversity,Total,-999.0,-999.0,73.0,-999.0,-999.0,2022,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Racial/Ethnic Diversity,Total,-999.0,-999.0,72.0,-999.0,-999.0,2021,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Racial/Ethnic Diversity,Total,-999.0,-999.0,71.1,-999.0,-999.0,2020,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Income Inequality,Total,-999.0,-999.0,9.8,-999.0,-999.0,2022,5 year estimate,"American Community Survey, U.S. Census Bureau",ERROR,ERROR,02-26-2025,
VA,51,state,Virginia,Housing with Potential Lead Risk,Total,684241.2,3654784.0,18.7,18.6,18.8,2023,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Housing with Potential Lead Risk,Total,686143.3,3625285.0,18.9,18.8,19.0,2022,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Housing with Potential Lead Risk,Total,686682.4,3596100.0,19.1,19.0,19.2,2021,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Housing with Potential Lead Risk,Total,682273.1,3537788.0,19.3,19.2,19.4,2020,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Rent Burden,Total,488400.0,1018362.0,48.0,47.4,48.5,2023,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Rent Burden,Total,486265.0,1017246.0,47.8,47.3,48.3,2022,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Rent Burden,Total,477250.0,1009827.0,47.3,46.7,47.8,2021,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Rent Burden,Total,464431.0,986357.0,47.1,46.6,47.6,2020,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,High School Completion,Total,-999.0,-999.0,91.3,91.2,91.4,2023,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,High School Completion,Total,-999.0,-999.0,91.1,91.0,91.2,2022,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,High School Completion,Total,-999.0,-999.0,90.8,90.7,90.9,2021,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,High School Completion,Total,-999.0,-999.0,90.3,90.2,90.4,2020,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Children in Poverty,Total,236443.0,1866092.0,12.7,12.4,12.9,2023,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Children in Poverty,Total,236926.0,1848873.0,12.8,12.5,13.1,2022,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Children in Poverty,Total,242702.0,1863906.0,13.0,12.8,13.3,2021,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Children in Poverty,Total,241637.0,1838531.0,13.1,12.9,13.4,2020,5 year estimate,"American Community Survey, U.S. Census Bureau",,,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.3,-999.0,-999.0,202312,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.3,-999.0,-999.0,202311,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,7.0,-999.0,-999.0,202310,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,7.5,-999.0,-999.0,202309,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.9,-999.0,-999.0,202308,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,10.7,-999.0,-999.0,202307,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,16.2,-999.0,-999.0,202306,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.0,-999.0,-999.0,202305,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,6.9,-999.0,-999.0,202304,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.1,-999.0,-999.0,202303,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.6,-999.0,-999.0,202302,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.5,-999.0,-999.0,202301,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,10.3,-999.0,-999.0,202212,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,7.5,-999.0,-999.0,202211,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,7.4,-999.0,-999.0,202210,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,7.5,-999.0,-999.0,202209,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,7.3,-999.0,-999.0,202208,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.2,-999.0,-999.0,202207,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.2,-999.0,-999.0,202206,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,7.0,-999.0,-999.0,202205,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,8.1,-999.0,-999.0,202204,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,7.9,-999.0,-999.0,202203,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,9.1,-999.0,-999.0,202202,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
VA,51,state,Virginia,Air Pollution - Particulate Matter,Total,-999.0,-999.0,9.3,-999.0,-999.0,202201,1 month average estimate,George Mason University,,aggregation_1,02-26-2025,
